species,phyloname.x,Order.x,Family.x,Bodymass,Age_at_first_breeding,Max_longevity,Name_update.helps.later.,Traded,Cites_name,Listing,Trade_since_2000,Trade_since_2015
Miliaria calandra,Miliaria calandra,PASSERIFORMES,Emberizidae,48.5,1.1381,10.5,Emberiza calandra,0,Miliaria calandra,Not Listed,0,0
Milvago chimachima,Milvago chimachima,FALCONIFORMES,Falconidae,315.21,2.372190063,15.86242353,Milvago chimachima,1,Milvago chimachima,Listed,1,1
Phalcoboenus chimango,Milvago chimango,FALCONIFORMES,Falconidae,296,2.824298005,15.97363298,Phalcoboenus chimango,1,Phalcoboenus chimango,Listed,1,1
Milvus migrans,Milvus migrans,ACCIPITRIFORMES,Accipitridae,734.1,2.998357065,25.11634261,Milvus migrans,1,Milvus migrans,Listed,1,1
Milvus milvus,Milvus milvus,ACCIPITRIFORMES,Accipitridae,1071.77,2.544791438,38,Milvus milvus,1,Milvus milvus,Listed,1,1
Otus gurneyi,Mimizuku gurneyi,STRIGIFORMES,Strigidae,253,1.215394739,11.29816059,Otus gurneyi,1,Otus gurneyi,Listed,1,0
Mimus dorsalis,Mimus dorsalis,PASSERIFORMES,Mimidae,58.7,1.122238116,13.33934111,Mimus dorsalis,0,Mimus dorsalis,Not Listed,0,0
Mimus gilvus,Mimus gilvus,PASSERIFORMES,Mimidae,51.99,1.195884248,12.16371486,Mimus gilvus,1,Mimus gilvus,Not Listed,0,0
Mimus graysoni,Mimus graysoni,PASSERIFORMES,Mimidae,65.51,1.227869138,14.60589415,Mimus graysoni,0,Mimus graysoni,Not Listed,0,0
Mimus gundlachii,Mimus gundlachii,PASSERIFORMES,Mimidae,66.8,1.331839023,15.76071547,Mimus gundlachii,0,Mimus gundlachii,Not Listed,0,0
Mimus longicaudatus,Mimus longicaudatus,PASSERIFORMES,Mimidae,66.6,1.119095728,14.25255611,Mimus longicaudatus,1,Mimus longicaudatus,Not Listed,0,0
Mimus macdonaldi,Mimus macdonaldi,PASSERIFORMES,Mimidae,70.22,1.130572423,14.15146337,Mimus macdonaldi,0,Mimus macdonaldi,Not Listed,0,0
Mimus melanotis,Mimus melanotis,PASSERIFORMES,Mimidae,50.53,1.100578334,11.25055809,Mimus melanotis,0,Mimus melanotis,Not Listed,0,0
Mimus parvulus,Mimus parvulus,PASSERIFORMES,Mimidae,53.64,1.135625328,12.76705187,Mimus parvulus,0,Mimus parvulus,Not Listed,0,0
Mimus patagonicus,Mimus patagonicus,PASSERIFORMES,Mimidae,57.8,1.118900508,13.97712601,Mimus patagonicus,0,Mimus patagonicus,Not Listed,0,0
Mimus polyglottos,Mimus polyglottos,PASSERIFORMES,Mimidae,48.5,1.071031366,20,Mimus polyglottos,1,Mimus polyglottos,Not Listed,0,0
Mimus saturninus,Mimus saturninus,PASSERIFORMES,Mimidae,63.7,1.197431273,13.00657407,Mimus saturninus,1,Mimus saturninus,Not Listed,0,0
Mimus thenca,Mimus thenca,PASSERIFORMES,Mimidae,65.99,1.182934944,15.18752613,Mimus thenca,0,Mimus thenca,Not Listed,0,0
Mimus trifasciatus,Mimus trifasciatus,PASSERIFORMES,Mimidae,62.68,1.106085347,13.84864556,Mimus trifasciatus,0,Mimus trifasciatus,Not Listed,0,0
Mimus triurus,Mimus triurus,PASSERIFORMES,Mimidae,47.2,1.085897957,12.28485672,Mimus triurus,0,Mimus triurus,Not Listed,0,0
Minla cyanouroptera,Minla cyanouroptera,PASSERIFORMES,Leiotrichidae,17,1.065334138,8.694474814,Siva cyanouroptera,0,Minla cyanouroptera,Not Listed,0,0
Minla ignotincta,Minla ignotincta,PASSERIFORMES,Leiotrichidae,14.3,1.090981057,7.981105039,Minla ignotincta,1,Minla ignotincta,Not Listed,0,0
Minla strigula,Minla strigula,PASSERIFORMES,Leiotrichidae,19.2,1.156174398,8.419290904,Minla strigula (should be traded),0,Minla strigula,Not Listed,0,0
Mino anais,Mino anais,PASSERIFORMES,Sturnidae,152,1.893171544,14.15314466,Mino anais,1,Mino anais,Not Listed,0,0
Mionectes oleagineus,Mionectes oleagineus,PASSERIFORMES,Tyrannidae,11.17,1.007888863,8.5,Mionectes oleagineus,0,Mionectes oleagineus,Not Listed,0,0
Mionectes rufiventris,Mionectes rufiventris,PASSERIFORMES,Tyrannidae,13.3,1.055126243,8.834643748,Mionectes rufiventris,0,Mionectes rufiventris,Not Listed,0,0
Mionectes striaticollis,Mionectes striaticollis,PASSERIFORMES,Tyrannidae,15,1.123078583,8.68316752,Mionectes striaticollis,0,Mionectes striaticollis,Not Listed,0,0
Mirafra affinis,Mirafra affinis,PASSERIFORMES,Alaudidae,26.2,1.131334542,9.207358364,Mirafra affinis,0,Mirafra affinis,Not Listed,0,0
Mirafra africanoides,Mirafra africanoides,PASSERIFORMES,Alaudidae,23.4,1.179330187,9.454828302,Calendulauda africanoides,0,Mirafra africanoides,Not Listed,0,0
Mirafra albicauda,Mirafra albicauda,PASSERIFORMES,Alaudidae,22.2,1.26114043,9.109828817,Mirafra albicauda,0,Mirafra albicauda,Not Listed,0,0
Mirafra alopex,Mirafra alopex,PASSERIFORMES,Alaudidae,28.7,1.251444637,8.316320647,Calendulauda alopex,0,Mirafra alopex,Not Listed,0,0
Mirafra angolensis,Mirafra angolensis,PASSERIFORMES,Alaudidae,36.21,1.310073788,9.043900562,Mirafra angolensis,0,Mirafra angolensis,Not Listed,0,0
Mirafra ashi,Mirafra ashi,PASSERIFORMES,Alaudidae,36.8,1.241144469,8.808009927,Mirafra ashi,0,Mirafra ashi,Not Listed,0,0
Mirafra assamica,Mirafra assamica,PASSERIFORMES,Alaudidae,26.2,1.160081099,9.552601189,Mirafra assamica,0,Mirafra assamica,Not Listed,0,0
Mirafra cheniana,Mirafra cheniana,PASSERIFORMES,Alaudidae,29.15,1.166001378,10.8076582,Mirafra cheniana,0,Mirafra cheniana,Not Listed,0,0
Mirafra collaris,Mirafra collaris,PASSERIFORMES,Alaudidae,29.15,1.304843083,8.630100889,Mirafra collaris,0,Mirafra collaris,Not Listed,0,0
Mirafra cordofanica,Mirafra cordofanica,PASSERIFORMES,Alaudidae,29.15,1.154844551,9.413793401,Mirafra cordofanica,0,Mirafra cordofanica,Not Listed,0,0
Mirafra erythrocephala,Mirafra erythrocephala,PASSERIFORMES,Alaudidae,26.2,1.131334542,9.188370986,Mirafra erythrocephala,0,Mirafra erythrocephala,Not Listed,0,0
Mirafra erythroptera,Mirafra erythroptera,PASSERIFORMES,Alaudidae,21.3,1.157688267,9.300832258,Mirafra erythroptera,1,Mirafra erythroptera,Not Listed,0,0
Mirafra gilletti,Mirafra gilletti,PASSERIFORMES,Alaudidae,22.4,1.191818971,8.102662708,Calendulauda gilletti,0,Mirafra gilletti,Not Listed,0,0
Mirafra hova,Mirafra hova,PASSERIFORMES,Alaudidae,18.9,1.137513625,9.468010553,Eremopterix hova,0,Mirafra hova,Not Listed,0,0
Mirafra hypermetra,Mirafra hypermetra,PASSERIFORMES,Alaudidae,61.39,1.511026677,9.864988867,Mirafra hypermetra,0,Mirafra hypermetra,Not Listed,0,0
Mirafra microptera,Mirafra microptera,PASSERIFORMES,Alaudidae,26.2,1.131334542,9.337908577,Mirafra microptera,0,Mirafra microptera,Not Listed,0,0
Mirafra passerina,Mirafra passerina,PASSERIFORMES,Alaudidae,24.7,1.191957141,9.515737231,Mirafra passerina,0,Mirafra passerina,Not Listed,0,0
Mirafra poecilosterna,Mirafra poecilosterna,PASSERIFORMES,Alaudidae,24.7,1.31281407,8.511495914,Calendulauda poecilosterna,0,Mirafra poecilosterna,Not Listed,0,0
Mirafra pulpa,Mirafra pulpa,PASSERIFORMES,Alaudidae,21.9,1.002011352,8.771216558,Mirafra pulpa,0,Mirafra pulpa,Not Listed,0,0
Mirafra rufa,Mirafra rufa,PASSERIFORMES,Alaudidae,29.15,1.154844551,9.335221246,Calendulauda rufa,0,Mirafra rufa,Not Listed,0,0
Mirafra rufocinnamomea,Mirafra rufocinnamomea,PASSERIFORMES,Alaudidae,26.29,1.278569352,8.469922326,Mirafra rufocinnamomea,0,Mirafra rufocinnamomea,Not Listed,0,0
Mirafra sabota,Mirafra sabota,PASSERIFORMES,Alaudidae,24.7,1.214987299,8.789462755,Calendulauda sabota,0,Mirafra sabota,Not Listed,0,0
Mirafra somalica,Mirafra somalica,PASSERIFORMES,Alaudidae,46.6,1.324525272,9.081261306,Mirafra somalica,0,Mirafra somalica,Not Listed,0,0
Mirafra williamsi,Mirafra williamsi,PASSERIFORMES,Alaudidae,29.15,1.154844551,9.071365928,Mirafra williamsi,0,Mirafra williamsi,Not Listed,0,0
Mitrephanes olivaceus,Mitrephanes olivaceus,PASSERIFORMES,Tyrannidae,10,0.965479978,7.040288018,Mitrephanes olivaceus,0,Mitrephanes olivaceus,Not Listed,0,0
Mitrephanes phaeocercus,Mitrephanes phaeocercus,PASSERIFORMES,Tyrannidae,8.59,1.066226187,7.406512517,Mitrephanes phaeocercus,0,Mitrephanes phaeocercus,Not Listed,0,0
Mitrospingus cassinii,Mitrospingus cassinii,PASSERIFORMES,Mitrospingidae,40.4,1.41900177,10.40394719,Mitrospingus cassinii,0,Mitrospingus cassinii,Not Listed,0,0
Mitrospingus oleagineus,Mitrospingus oleagineus,PASSERIFORMES,Mitrospingidae,41.3,1.235071219,9.766127928,Mitrospingus oleagineus,0,Mitrospingus oleagineus,Not Listed,0,0
Mitu salvini,Mitu salvini,GALLIFORMES,Cracidae,3100,2.269503625,24.72905102,Mitu salvini,1,Mitu salvini,Not Listed,0,0
Mitu tomentosum,Mitu tomentosum,GALLIFORMES,Cracidae,2187.62,2.299839394,22.92313731,Mitu tomentosum,1,Mitu tomentosum,Not Listed,0,0
Mitu tuberosum,Mitu tuberosum,GALLIFORMES,Cracidae,2769.46,2.317697405,23.87778331,Mitu tuberosum,1,Mitu tuberosum,Not Listed,0,0
Mniotilta varia,Mniotilta varia,PASSERIFORMES,Parulidae,10.9,1,12.2,Mniotilta varia,0,Mniotilta varia,Not Listed,0,0
Modulatrix orostruthus,Modulatrix orostruthus,PASSERIFORMES,Modulatricidae,32.7,1.213202146,8.781228104,Arcanator orostruthus,0,Modulatrix orostruthus,Not Listed,0,0
Modulatrix stictigula,Modulatrix stictigula,PASSERIFORMES,Modulatricidae,30.5,1.342566303,9.931523804,Modulatrix stictigula,0,Modulatrix stictigula,Not Listed,0,0
Mohoua albicilla,Mohoua albicilla,PASSERIFORMES,Mohouidae,17.63,2,9.836951703,Mohoua albicilla,0,Mohoua albicilla,Not Listed,0,0
Mohoua novaeseelandiae,Mohoua novaeseelandiae,PASSERIFORMES,Mohouidae,12.14,1.571316211,9.312513197,Mohoua novaeseelandiae,0,Mohoua novaeseelandiae,Not Listed,0,0
Mohoua ochrocephala,Mohoua ochrocephala,PASSERIFORMES,Mohouidae,27.69,1.848424537,16,Mohoua ochrocephala,0,Mohoua ochrocephala,Not Listed,0,0
Molothrus aeneus,Molothrus aeneus,PASSERIFORMES,Icteridae,62.61,1.133547399,9.251078007,Molothrus aeneus,1,Molothrus aeneus,Not Listed,0,0
Molothrus ater,Molothrus ater,PASSERIFORMES,Icteridae,40.26,1.030060053,16.9,Molothrus ater,1,Molothrus ater,Not Listed,0,0
Molothrus bonariensis,Molothrus bonariensis,PASSERIFORMES,Icteridae,41.49,1.302397079,8.93428839,Molothrus bonariensis,1,Molothrus bonariensis,Not Listed,0,0
Molothrus oryzivorus,Molothrus oryzivorus,PASSERIFORMES,Icteridae,181.85,1.50961754,12.73456015,Molothrus oryzivorus,1,Molothrus oryzivorus,Not Listed,0,0
Molothrus rufoaxillaris,Molothrus rufoaxillaris,PASSERIFORMES,Icteridae,47.5,0.958999522,9.74029923,Molothrus rufoaxillaris,0,Molothrus rufoaxillaris,Not Listed,0,0
Momotus aequatorialis,Momotus aequatorialis,CORACIIFORMES,Momotidae,158,1.643651073,10.91616313,Momotus aequatorialis,1,Momotus aequatorialis,Not Listed,0,0
Momotus mexicanus,Momotus mexicanus,CORACIIFORMES,Momotidae,75.7,1.514889333,10.4,Momotus mexicanus,1,Momotus mexicanus,Not Listed,0,0
Monarcha axillaris,Monarcha axillaris,PASSERIFORMES,Monarchidae,15.6,1.295757224,9.741153174,Symposiachrus axillaris,0,Monarcha axillaris,Not Listed,0,0
Monarcha boanensis,Monarcha boanensis,PASSERIFORMES,Monarchidae,17.5,1.075459266,9.302326709,Symposiachrus boanensis,0,Monarcha boanensis,Not Listed,0,0
Monarcha brehmii,Monarcha brehmii,PASSERIFORMES,Monarchidae,41,1.267273182,10.86959367,Symposiachrus brehmii,0,Monarcha brehmii,Not Listed,0,0
Monarcha browni,Monarcha browni,PASSERIFORMES,Monarchidae,26.27,1.163062412,10.1799658,Symposiachrus browni,0,Monarcha browni,Not Listed,0,0
Monarcha castus,Monarcha castus,PASSERIFORMES,Monarchidae,26.27,1.163062412,6.951691448,Carterornis castus,0,Monarcha castus,Not Listed,0,0
Monarcha chrysomela,Monarcha chrysomela,PASSERIFORMES,Monarchidae,15.6,1.051894293,6.261717973,Carterornis chrysomela,0,Monarcha chrysomela,Not Listed,0,0
Monarcha cinerascens,Monarcha cinerascens,PASSERIFORMES,Monarchidae,29.6,1.414165661,7.144719981,Monarcha cinerascens,0,Monarcha cinerascens,Not Listed,0,0
Monarcha everetti,Monarcha everetti,PASSERIFORMES,Monarchidae,33,1.215339843,10.59698258,Symposiachrus everetti,0,Monarcha everetti,Not Listed,0,0
Monarcha frater,Monarcha frater,PASSERIFORMES,Monarchidae,22,1.234481622,6.459145459,Monarcha frater,0,Monarcha frater,Not Listed,0,0
Monarcha godeffroyi,Monarcha godeffroyi,PASSERIFORMES,Monarchidae,26.27,1.163062412,8.419222943,Metabolus godeffroyi,0,Monarcha godeffroyi,Not Listed,0,0
Monarcha guttula,Monarcha guttula,PASSERIFORMES,Monarchidae,16.4,1.21107304,9.315166567,Symposiachrus guttula,0,Monarcha guttula,Not Listed,0,0
Monarcha infelix,Monarcha infelix,PASSERIFORMES,Monarchidae,26.27,1.163062412,10.02195589,Symposiachrus infelix,0,Monarcha infelix,Not Listed,0,0
Monarcha julianae,Monarcha julianae,PASSERIFORMES,Monarchidae,26.27,1.163062412,9.998833322,Symposiachrus julianae,0,Monarcha julianae,Not Listed,0,0
Monarcha leucotis,Monarcha leucotis,PASSERIFORMES,Monarchidae,11.4,1.084536866,6.435387217,Carterornis leucotis,0,Monarcha leucotis,Not Listed,0,0
Monarcha leucurus,Monarcha leucurus,PASSERIFORMES,Monarchidae,26.27,1.163062412,10.11290859,Symposiachrus leucurus,0,Monarcha leucurus,Not Listed,0,0
Monarcha loricatus,Monarcha loricatus,PASSERIFORMES,Monarchidae,26.27,1.163062412,10.05578914,Symposiachrus loricatus,0,Monarcha loricatus,Not Listed,0,0
Monarcha manadensis,Monarcha manadensis,PASSERIFORMES,Monarchidae,22.5,1.288910703,9.871290379,Symposiachrus manadensis,0,Monarcha manadensis,Not Listed,0,0
Monarcha melanopsis,Monarcha melanopsis,PASSERIFORMES,Monarchidae,22.7,1.242121661,7.072012283,Monarcha melanopsis,1,Monarcha melanopsis,Not Listed,0,0
